season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt,datetime,hour,day_of_week,month,is_weekend,hour_sin,hour_cos,weekday_sin,weekday_cos,month_sin,month_cos,lag_1,lag_24,lag_168,rolling_mean_24,rolling_std_24,split
3,0,7,9,0,0,0,1,0.82,0.7879,0.56,0.3881,154.0,2011-07-24 09:00:00,9,6,7,1,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,104.0,132.0,184.0,138.45833333333334,79.58204908289267,train
3,0,7,10,0,0,0,1,0.86,0.8182,0.5,0.3284,226.0,2011-07-24 10:00:00,10,6,7,1,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,154.0,198.0,304.0,139.375,79.63111282931337,train
3,0,7,11,0,0,0,1,0.84,0.803,0.53,0.2537,243.0,2011-07-24 11:00:00,11,6,7,1,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,226.0,216.0,391.0,140.54166666666666,80.72496471065371,train
3,0,7,12,0,0,0,1,0.9,0.8636,0.45,0.1642,246.0,2011-07-24 12:00:00,12,6,7,1,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,243.0,235.0,420.0,141.66666666666666,82.00035348103415,train
3,0,7,13,0,0,0,1,0.86,0.803,0.47,0.2239,252.0,2011-07-24 13:00:00,13,6,7,1,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,246.0,245.0,472.0,142.125,82.57345215019207,train
3,0,7,14,0,0,0,1,0.86,0.8182,0.5,0.2836,283.0,2011-07-24 14:00:00,14,6,7,1,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,252.0,236.0,430.0,142.41666666666666,82.96406590738015,train
3,0,7,15,0,0,0,1,0.9,0.8485,0.42,0.2537,238.0,2011-07-24 15:00:00,15,6,7,1,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,283.0,215.0,324.0,144.375,85.77615585373094,train
3,0,7,16,0,0,0,1,0.9,0.8485,0.42,0.2537,249.0,2011-07-24 16:00:00,16,6,7,1,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,238.0,221.0,317.0,145.33333333333334,86.7227800506315,train
3,0,7,17,0,0,0,1,0.9,0.8333,0.39,0.1045,249.0,2011-07-24 17:00:00,17,6,7,1,-0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,249.0,197.0,369.0,146.5,87.96441968452272,train
3,0,7,18,0,0,0,1,0.88,0.8182,0.42,0.1642,243.0,2011-07-24 18:00:00,18,6,7,1,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,249.0,196.0,390.0,148.66666666666666,89.88188706957857,train
3,0,7,19,0,0,0,1,0.86,0.803,0.47,0.1642,240.0,2011-07-24 19:00:00,19,6,7,1,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,243.0,217.0,379.0,150.625,91.45624399250968,train
3,0,7,20,0,0,0,1,0.84,0.7879,0.49,0.1642,195.0,2011-07-24 20:00:00,20,6,7,1,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,240.0,145.0,262.0,151.58333333333334,92.29862529791076,train
3,0,7,21,0,0,0,1,0.8,0.7879,0.63,0.1343,153.0,2011-07-24 21:00:00,21,6,7,1,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,195.0,154.0,207.0,153.66666666666666,92.70695610441001,train
3,0,7,22,0,0,0,1,0.78,0.7576,0.66,0.0,98.0,2011-07-24 22:00:00,22,6,7,1,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,153.0,125.0,181.0,153.625,92.70702449817071,train
3,0,7,23,0,0,0,2,0.76,0.7273,0.7,0.0896,50.0,2011-07-24 23:00:00,23,6,7,1,-0.25881904510252157,0.9659258262890681,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,98.0,104.0,93.0,152.5,93.23182886248426,train
3,0,7,0,0,1,1,2,0.76,0.7273,0.7,0.0,34.0,2011-07-25 00:00:00,0,0,7,0,0.0,1.0,0.0,1.0,-0.4999999999999997,-0.8660254037844388,50.0,119.0,51.0,150.25,95.0863451999199,train
3,0,7,1,0,1,1,2,0.76,0.7424,0.75,0.0896,12.0,2011-07-25 01:00:00,1,0,7,0,0.25881904510252074,0.9659258262890683,0.0,1.0,-0.4999999999999997,-0.8660254037844388,34.0,96.0,25.0,146.70833333333334,97.84392148219816,train
3,0,7,2,0,1,1,2,0.74,0.7121,0.79,0.0896,6.0,2011-07-25 02:00:00,2,0,7,0,0.49999999999999994,0.8660254037844387,0.0,1.0,-0.4999999999999997,-0.8660254037844388,12.0,60.0,10.0,143.20833333333334,101.18213417082276,train
3,0,7,3,0,1,1,1,0.74,0.7121,0.79,0.0,4.0,2011-07-25 03:00:00,3,0,7,0,0.7071067811865476,0.7071067811865476,0.0,1.0,-0.4999999999999997,-0.8660254037844388,6.0,37.0,7.0,140.95833333333334,103.6824077009534,train
3,0,7,4,0,1,1,1,0.72,0.7121,0.84,0.0896,6.0,2011-07-25 04:00:00,4,0,7,0,0.8660254037844386,0.5000000000000001,0.0,1.0,-0.4999999999999997,-0.8660254037844388,4.0,6.0,4.0,139.58333333333334,105.32678616599874,train
3,0,7,5,0,1,1,1,0.72,0.7121,0.84,0.0896,24.0,2011-07-25 05:00:00,5,0,7,0,0.9659258262890683,0.25881904510252074,0.0,1.0,-0.4999999999999997,-0.8660254037844388,6.0,8.0,17.0,139.58333333333334,105.32678616599874,train
3,0,7,6,0,1,1,2,0.72,0.7121,0.84,0.0896,107.0,2011-07-25 06:00:00,6,0,7,0,1.0,6.123233995736766e-17,0.0,1.0,-0.4999999999999997,-0.8660254037844388,24.0,22.0,105.0,140.25,104.50514861458538,train
3,0,7,7,0,1,1,2,0.74,0.7121,0.79,0.0,277.0,2011-07-25 07:00:00,7,0,7,0,0.9659258262890683,-0.25881904510252063,0.0,1.0,-0.4999999999999997,-0.8660254037844388,107.0,35.0,277.0,143.79166666666666,101.7268205268051,train
3,0,7,8,0,1,1,2,0.76,0.7424,0.75,0.0,387.0,2011-07-25 08:00:00,8,0,7,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,-0.4999999999999997,-0.8660254037844388,277.0,104.0,347.0,153.875,102.46539712847323,train
3,0,7,9,0,1,1,1,0.8,0.803,0.66,0.0,135.0,2011-07-25 09:00:00,9,0,7,0,0.7071067811865476,-0.7071067811865475,0.0,1.0,-0.4999999999999997,-0.8660254037844388,387.0,154.0,203.0,165.66666666666666,112.2890937700997,train
3,0,7,10,0,1,1,1,0.82,0.803,0.59,0.0,84.0,2011-07-25 10:00:00,10,0,7,0,0.49999999999999994,-0.8660254037844387,0.0,1.0,-0.4999999999999997,-0.8660254037844388,135.0,226.0,130.0,164.875,112.44179653801228,train
3,0,7,11,0,1,1,2,0.84,0.8333,0.59,0.194,107.0,2011-07-25 11:00:00,11,0,7,0,0.258819045102521,-0.9659258262890682,0.0,1.0,-0.4999999999999997,-0.8660254037844388,84.0,243.0,141.0,158.95833333333334,112.82093513970352,train
3,0,7,12,0,1,1,2,0.84,0.8333,0.59,0.194,67.0,2011-07-25 12:00:00,12,0,7,0,1.2246467991473532e-16,-1.0,0.0,1.0,-0.4999999999999997,-0.8660254037844388,107.0,246.0,165.0,153.29166666666666,111.82730442290394,train
3,0,7,13,0,1,1,2,0.74,0.7121,0.74,0.1343,78.0,2011-07-25 13:00:00,13,0,7,0,-0.2588190451025208,-0.9659258262890683,0.0,1.0,-0.4999999999999997,-0.8660254037844388,67.0,252.0,152.0,145.83333333333334,111.34344308867337,train
3,0,7,14,0,1,1,2,0.72,0.697,0.79,0.194,90.0,2011-07-25 14:00:00,14,0,7,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,-0.4999999999999997,-0.8660254037844388,78.0,283.0,138.0,138.58333333333334,109.78394460372463,train
3,0,7,15,0,1,1,1,0.7,0.6667,0.84,0.3881,112.0,2011-07-25 15:00:00,15,0,7,0,-0.7071067811865471,-0.7071067811865479,0.0,1.0,-0.4999999999999997,-0.8660254037844388,90.0,238.0,164.0,130.54166666666666,105.73962243938281,train
3,0,7,16,0,1,1,1,0.7,0.6667,0.84,0.2239,198.0,2011-07-25 16:00:00,16,0,7,0,-0.8660254037844385,-0.5000000000000004,0.0,1.0,-0.4999999999999997,-0.8660254037844388,112.0,249.0,265.0,125.29166666666667,103.27147809732284,train
3,0,7,17,0,1,1,1,0.72,0.697,0.74,0.0,485.0,2011-07-25 17:00:00,17,0,7,0,-0.9659258262890683,-0.25881904510252063,0.0,1.0,-0.4999999999999997,-0.8660254037844388,198.0,249.0,545.0,123.16666666666667,101.11752381851741,train
3,0,7,18,0,1,1,1,0.74,0.7121,0.74,0.0896,533.0,2011-07-25 18:00:00,18,0,7,0,-1.0,-1.8369701987210297e-16,0.0,1.0,-0.4999999999999997,-0.8660254037844388,485.0,243.0,558.0,133.0,122.99487440716719,train
3,0,7,19,0,1,1,1,0.74,0.697,0.7,0.0896,386.0,2011-07-25 19:00:00,19,0,7,0,-0.9659258262890684,0.2588190451025203,0.0,1.0,-0.4999999999999997,-0.8660254037844388,533.0,240.0,398.0,145.08333333333334,146.30727541916627,train
3,0,7,20,0,1,1,1,0.72,0.697,0.74,0.1343,302.0,2011-07-25 20:00:00,20,0,7,0,-0.8660254037844386,0.5000000000000001,0.0,1.0,-0.4999999999999997,-0.8660254037844388,386.0,195.0,323.0,151.16666666666666,153.29388276364358,train
3,0,7,21,0,1,1,1,0.7,0.6667,0.84,0.0,194.0,2011-07-25 21:00:00,21,0,7,0,-0.7071067811865477,0.7071067811865474,0.0,1.0,-0.4999999999999997,-0.8660254037844388,302.0,153.0,202.0,155.625,156.15343972878253,train
3,0,7,22,0,1,1,1,0.7,0.6667,0.84,0.0,125.0,2011-07-25 22:00:00,22,0,7,0,-0.5000000000000004,0.8660254037844384,0.0,1.0,-0.4999999999999997,-0.8660254037844388,194.0,98.0,140.0,157.33333333333334,156.3476245746798,train
3,0,7,23,0,1,1,1,0.7,0.6667,0.84,0.0896,87.0,2011-07-25 23:00:00,23,0,7,0,-0.25881904510252157,0.9659258262890681,0.0,1.0,-0.4999999999999997,-0.8660254037844388,125.0,50.0,91.0,158.45833333333334,155.99887936238173,train
3,0,7,0,0,2,1,1,0.7,0.6667,0.79,0.1045,28.0,2011-07-26 00:00:00,0,1,7,0,0.0,1.0,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,87.0,34.0,51.0,160.0,155.06043702516408,train
3,0,7,1,0,2,1,1,0.7,0.6667,0.79,0.1045,12.0,2011-07-26 01:00:00,1,1,7,0,0.25881904510252074,0.9659258262890683,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,28.0,12.0,13.0,159.75,155.27710153422382,train
3,0,7,2,0,2,1,1,0.68,0.6364,0.89,0.1045,7.0,2011-07-26 02:00:00,2,1,7,0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,12.0,6.0,13.0,159.75,155.27710153422382,train
3,0,7,3,0,2,1,1,0.68,0.6364,0.89,0.1343,4.0,2011-07-26 03:00:00,3,1,7,0,0.7071067811865476,0.7071067811865476,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,7.0,4.0,3.0,159.79166666666666,155.23417910472853,train
3,0,7,4,0,2,1,1,0.68,0.6364,0.88,0.1642,6.0,2011-07-26 04:00:00,4,1,7,0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,4.0,6.0,5.0,159.79166666666666,155.23417910472853,train
3,0,7,5,0,2,1,1,0.66,0.5909,0.89,0.0896,27.0,2011-07-26 05:00:00,5,1,7,0,0.9659258262890683,0.25881904510252074,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,6.0,24.0,19.0,159.79166666666666,155.23417910472853,train
3,0,7,6,0,2,1,1,0.68,0.6364,0.83,0.2239,110.0,2011-07-26 06:00:00,6,1,7,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,27.0,107.0,134.0,159.91666666666666,155.12124757516443,train
3,0,7,7,0,2,1,1,0.72,0.6818,0.66,0.2836,318.0,2011-07-26 07:00:00,7,1,7,0,0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,110.0,277.0,315.0,160.04166666666666,155.077954917678,train
3,0,7,8,0,2,1,1,0.74,0.6818,0.55,0.194,424.0,2011-07-26 08:00:00,8,1,7,0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,318.0,387.0,412.0,161.75,156.6403385216401,train
3,0,7,9,0,2,1,1,0.76,0.6818,0.4,0.2239,187.0,2011-07-26 09:00:00,9,1,7,0,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,424.0,135.0,199.0,163.29166666666666,159.11616734368957,train
3,0,7,10,0,2,1,1,0.8,0.697,0.31,0.2239,138.0,2011-07-26 10:00:00,10,1,7,0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,187.0,84.0,141.0,165.45833333333334,159.068204995781,train
3,0,7,11,0,2,1,1,0.82,0.7121,0.3,0.0,151.0,2011-07-26 11:00:00,11,1,7,0,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,138.0,107.0,127.0,167.70833333333334,158.24567558255677,train
3,0,7,12,0,2,1,1,0.84,0.7273,0.28,0.0,147.0,2011-07-26 12:00:00,12,1,7,0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,151.0,67.0,153.0,169.54166666666666,157.76591883207107,train
3,0,7,13,0,2,1,1,0.84,0.7273,0.32,0.2985,182.0,2011-07-26 13:00:00,13,1,7,0,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,147.0,78.0,172.0,172.875,156.343910908807,train
3,0,7,14,0,2,1,1,0.86,0.7424,0.3,0.2836,147.0,2011-07-26 14:00:00,14,1,7,0,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,182.0,90.0,152.0,177.20833333333334,155.0357544082256,train
3,0,7,15,0,2,1,1,0.88,0.7576,0.28,0.3284,163.0,2011-07-26 15:00:00,15,1,7,0,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,147.0,112.0,158.0,179.58333333333334,154.07533918485348,train
3,0,7,16,0,2,1,1,0.86,0.7576,0.36,0.2836,254.0,2011-07-26 16:00:00,16,1,7,0,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,163.0,198.0,277.0,181.70833333333334,153.45314514086476,train
3,0,7,17,0,2,1,1,0.86,0.7576,0.36,0.3582,537.0,2011-07-26 17:00:00,17,1,7,0,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,254.0,485.0,513.0,184.04166666666666,154.13587432399802,train
3,0,7,18,0,2,1,1,0.84,0.7424,0.39,0.3881,546.0,2011-07-26 18:00:00,18,1,7,0,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,537.0,533.0,530.0,186.20833333333334,158.8439155043521,train
3,0,7,19,0,2,1,1,0.82,0.7424,0.43,0.2985,398.0,2011-07-26 19:00:00,19,1,7,0,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,546.0,386.0,388.0,186.75,160.09514833916506,train
3,0,7,20,0,2,1,1,0.8,0.7273,0.46,0.2537,290.0,2011-07-26 20:00:00,20,1,7,0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,398.0,302.0,277.0,187.25,160.76184113531895,train
3,0,7,21,0,2,1,1,0.78,0.7121,0.49,0.2239,267.0,2011-07-26 21:00:00,21,1,7,0,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,290.0,194.0,241.0,186.75,160.40770067170322,train
3,0,7,22,0,2,1,1,0.76,0.697,0.55,0.1343,158.0,2011-07-26 22:00:00,22,1,7,0,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,267.0,125.0,156.0,189.79166666666666,161.24110468667675,train
3,0,7,23,0,2,1,1,0.76,0.7121,0.58,0.1045,89.0,2011-07-26 23:00:00,23,1,7,0,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,158.0,87.0,92.0,191.16666666666666,160.80467943295795,train
3,0,7,0,0,3,1,2,0.78,0.7121,0.52,0.1642,45.0,2011-07-27 00:00:00,0,2,7,0,0.0,1.0,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,89.0,28.0,40.0,191.25,160.7488589451697,train
3,0,7,1,0,3,1,1,0.78,0.7121,0.49,0.194,10.0,2011-07-27 01:00:00,1,2,7,0,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,45.0,12.0,11.0,191.95833333333334,160.03409396714252,train
3,0,7,2,0,3,1,1,0.76,0.697,0.52,0.2985,6.0,2011-07-27 02:00:00,2,2,7,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,10.0,7.0,9.0,191.875,160.13236712170388,train
3,0,7,3,0,3,1,1,0.72,0.6667,0.58,0.1642,4.0,2011-07-27 03:00:00,3,2,7,0,0.7071067811865476,0.7071067811865476,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,6.0,4.0,6.0,191.83333333333334,160.18268556127825,train
3,0,7,4,0,3,1,1,0.72,0.6667,0.51,0.194,4.0,2011-07-27 04:00:00,4,2,7,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,4.0,6.0,4.0,191.83333333333334,160.18268556127825,train
3,0,7,5,0,3,1,1,0.7,0.6515,0.54,0.2836,18.0,2011-07-27 05:00:00,5,2,7,0,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,4.0,27.0,23.0,191.75,160.28405491772946,train
3,0,7,6,0,3,1,1,0.7,0.6515,0.54,0.2239,123.0,2011-07-27 06:00:00,6,2,7,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,18.0,110.0,116.0,191.375,160.69626020377206,train
3,0,7,7,0,3,1,1,0.72,0.6667,0.48,0.2537,347.0,2011-07-27 07:00:00,7,2,7,0,0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,123.0,318.0,303.0,191.91666666666666,160.43173183541433,train
3,0,7,8,0,3,1,1,0.74,0.6667,0.42,0.2537,433.0,2011-07-27 08:00:00,8,2,7,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,347.0,424.0,438.0,193.125,161.5281137193748,train
3,0,7,9,0,3,1,1,0.76,0.6667,0.35,0.2537,216.0,2011-07-27 09:00:00,9,2,7,0,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,433.0,187.0,209.0,193.5,162.09685778678121,train
3,0,7,10,0,3,1,1,0.78,0.6818,0.33,0.0,114.0,2011-07-27 10:00:00,10,2,7,0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,216.0,138.0,110.0,194.70833333333334,162.15437603304704,train
3,0,7,11,0,3,1,1,0.8,0.697,0.31,0.0,136.0,2011-07-27 11:00:00,11,2,7,0,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,114.0,151.0,142.0,193.70833333333334,162.59271045392464,train
3,0,7,12,0,3,1,1,0.82,0.7121,0.3,0.2836,169.0,2011-07-27 12:00:00,12,2,7,0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,136.0,147.0,149.0,193.08333333333334,162.79272408339662,train
3,0,7,13,0,3,1,1,0.84,0.7273,0.3,0.3582,180.0,2011-07-27 13:00:00,13,2,7,0,-0.2588190451025208,-0.9659258262890683,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,169.0,182.0,120.0,194.0,162.58375767852615,train
3,0,7,14,0,3,1,1,0.84,0.7273,0.28,0.2239,127.0,2011-07-27 14:00:00,14,2,7,0,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,180.0,147.0,127.0,193.91666666666666,162.59068818372756,train
3,0,7,15,0,3,1,1,0.86,0.7424,0.26,0.2537,140.0,2011-07-27 15:00:00,15,2,7,0,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,127.0,163.0,138.0,193.08333333333334,162.89258041305425,train
3,0,7,16,0,3,1,1,0.86,0.7273,0.25,0.1642,268.0,2011-07-27 16:00:00,16,2,7,0,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,140.0,254.0,234.0,192.125,163.14472436139843,train
3,0,7,17,0,3,1,1,0.84,0.7121,0.26,0.2239,572.0,2011-07-27 17:00:00,17,2,7,0,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,268.0,537.0,455.0,192.70833333333334,163.40040954838474,train
3,0,7,18,0,3,1,1,0.82,0.7121,0.28,0.1045,541.0,2011-07-27 18:00:00,18,2,7,0,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,572.0,546.0,497.0,194.16666666666666,166.7290607846907,train
3,0,7,19,0,3,1,1,0.8,0.697,0.29,0.0896,375.0,2011-07-27 19:00:00,19,2,7,0,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,541.0,398.0,382.0,193.95833333333334,166.27281907250804,train
3,0,7,20,0,3,1,1,0.76,0.6818,0.45,0.2239,294.0,2011-07-27 20:00:00,20,2,7,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,375.0,290.0,309.0,193.0,165.1078698780053,train
3,0,7,21,0,3,1,1,0.74,0.6667,0.48,0.1045,245.0,2011-07-27 21:00:00,21,2,7,0,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,294.0,267.0,242.0,193.16666666666666,165.2120288984848,train
3,0,7,22,0,3,1,1,0.72,0.6667,0.48,0.0,180.0,2011-07-27 22:00:00,22,2,7,0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,245.0,158.0,169.0,192.25,164.84518428698138,train
3,0,7,23,0,3,1,1,0.74,0.6667,0.45,0.0896,109.0,2011-07-27 23:00:00,23,2,7,0,-0.25881904510252157,0.9659258262890681,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,180.0,89.0,99.0,193.16666666666666,164.7075581451716,train
3,0,7,0,0,4,1,1,0.7,0.6515,0.51,0.1343,45.0,2011-07-28 00:00:00,0,3,7,0,0.0,1.0,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,109.0,45.0,42.0,194.0,164.20745097748122,train
3,0,7,1,0,4,1,1,0.72,0.6667,0.51,0.0,29.0,2011-07-28 01:00:00,1,3,7,0,0.25881904510252074,0.9659258262890683,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,45.0,10.0,21.0,194.0,164.20745097748122,train
3,0,7,2,0,4,1,1,0.72,0.6667,0.54,0.1045,7.0,2011-07-28 02:00:00,2,3,7,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,29.0,6.0,6.0,194.79166666666666,163.32522347509146,train
3,0,7,3,0,4,1,1,0.72,0.6667,0.54,0.0,5.0,2011-07-28 03:00:00,3,3,7,0,0.7071067811865476,0.7071067811865476,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,7.0,4.0,6.0,194.83333333333334,163.2750857393392,train
3,0,7,4,0,4,1,1,0.7,0.6515,0.61,0.1045,6.0,2011-07-28 04:00:00,4,3,7,0,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,5.0,4.0,4.0,194.875,163.22438876269896,train
3,0,7,5,0,4,1,1,0.7,0.6515,0.65,0.1045,27.0,2011-07-28 05:00:00,5,3,7,0,0.9659258262890683,0.25881904510252074,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,6.0,18.0,18.0,194.95833333333334,163.1231807605818,train
3,0,7,6,0,4,1,1,0.7,0.6515,0.7,0.0896,116.0,2011-07-28 06:00:00,6,3,7,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,27.0,123.0,117.0,195.33333333333334,162.7085061421641,train
3,0,7,7,0,4,1,1,0.72,0.6818,0.7,0.1642,305.0,2011-07-28 07:00:00,7,3,7,0,0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,116.0,347.0,274.0,195.04166666666666,162.85001880008662,train
3,0,7,8,0,4,1,1,0.74,0.697,0.66,0.1642,456.0,2011-07-28 08:00:00,8,3,7,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,305.0,433.0,381.0,193.29166666666666,161.36496014413726,train
3,0,7,9,0,4,1,1,0.78,0.7424,0.59,0.194,210.0,2011-07-28 09:00:00,9,3,7,0,0.7071067811865476,-0.7071067811865475,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,456.0,216.0,200.0,194.25,162.91135226144414,train
3,0,7,10,0,4,1,1,0.8,0.7576,0.55,0.2836,116.0,2011-07-28 10:00:00,10,3,7,0,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,210.0,114.0,78.0,194.0,162.88112496408348,train
